product_id,month_start,inventory_units
1005,2024-01-01,11382
1005,2024-02-01,11382
1005,2024-03-01,11382
1005,2024-04-01,11382
1005,2024-05-01,11382
1005,2024-06-01,11382
1005,2024-07-01,11382
1005,2024-08-01,11382
1005,2024-09-01,11382
1005,2024-10-01,11382
1005,2024-11-01,11382
1005,2024-12-01,11382
1005,2025-01-01,11382
1005,2025-02-01,11382
1005,2025-03-01,11382
1005,2025-04-01,11382
1005,2025-05-01,11382
1005,2025-06-01,11382
1005,2025-07-01,11382
1005,2025-08-01,11382
1005,2025-09-01,11382
1005,2025-10-01,11382
1007,2021-01-01,9422
1007,2021-02-01,9422
1007,2021-03-01,9422
1007,2021-04-01,9422
1007,2021-05-01,9422
1007,2021-06-01,9422
1007,2021-07-01,9422
1007,2021-08-01,9422
1007,2021-09-01,9422
1007,2021-10-01,9422
1007,2021-11-01,9422
1007,2021-12-01,9422
1007,2022-01-01,9422
1007,2022-02-01,9422
1007,2022-03-01,9422
1007,2022-04-01,9422
1007,2022-05-01,9422
1007,2022-06-01,9422
1007,2022-07-01,9422
1007,2022-08-01,9422
1007,2022-09-01,9422
1007,2022-10-01,9422
1007,2022-11-01,9422
1007,2022-12-01,9422
1007,2023-01-01,9422
1007,2023-02-01,9422
1007,2023-03-01,9422
1007,2023-04-01,9422
1007,2023-05-01,9422
1007,2023-06-01,9422
1007,2023-07-01,9422
1007,2023-08-01,9422
1007,2023-09-01,9422
1007,2023-10-01,9422
1007,2023-11-01,9422
1007,2023-12-01,9422
1007,2024-01-01,9422
1007,2024-02-01,9422
1007,2024-03-01,9422
1007,2024-04-01,9422
1007,2024-05-01,9422
1007,2024-06-01,9422
1007,2024-07-01,9422
1007,2024-08-01,9422
1007,2024-09-01,9422
1007,2024-10-01,9422
1007,2024-11-01,9422
1007,2024-12-01,9422
1007,2025-01-01,9422
1007,2025-02-01,9422
1007,2025-03-01,9422
1007,2025-04-01,9422
1007,2025-05-01,9422
1007,2025-06-01,9422
1007,2025-07-01,9422
1007,2025-08-01,9422
1007,2025-09-01,9422
1007,2025-10-01,9422
1008,2021-01-01,11215
1008,2021-02-01,11215
1008,2021-03-01,11215
1008,2021-04-01,11215
1008,2021-05-01,11215
1008,2021-06-01,11215
1008,2021-07-01,11215
1008,2021-08-01,11215
1008,2021-09-01,11215
1008,2021-10-01,11215
1008,2021-11-01,11215
1008,2021-12-01,11215
1008,2022-01-01,11215
1008,2022-02-01,11215
1008,2022-03-01,11215
1008,2022-04-01,11215
1008,2022-05-01,11215
1008,2022-06-01,11215
1008,2022-07-01,11215
1008,2022-08-01,11215
1008,2022-09-01,11215
1008,2022-10-01,11215
1008,2022-11-01,11215
1008,2022-12-01,11215
1008,2023-01-01,11215
1008,2023-02-01,11215
1008,2023-03-01,11215
1008,2023-04-01,11215
1008,2023-05-01,11215
1008,2023-06-01,11215
1008,2023-07-01,11215
1008,2023-08-01,11215
1008,2023-09-01,11215
1008,2023-10-01,11215
1008,2023-11-01,11215
1008,2023-12-01,11215
1008,2024-01-01,11215
1008,2024-02-01,11215
1008,2024-03-01,11215
1008,2024-04-01,11215
1008,2024-05-01,11215
1008,2024-06-01,11215
1008,2024-07-01,11215
1008,2024-08-01,11215
1008,2024-09-01,11215
1008,2024-10-01,11215
1008,2024-11-01,11215
1008,2024-12-01,11215
1008,2025-01-01,11215
1008,2025-02-01,11215
1008,2025-03-01,11215
1008,2025-04-01,11215
1008,2025-05-01,11215
1008,2025-06-01,11215
1008,2025-07-01,11215
1008,2025-08-01,11215
1008,2025-09-01,11215
1008,2025-10-01,11215
1009,2021-01-01,7053
1009,2021-02-01,7053
1009,2021-03-01,7053
1009,2021-04-01,7053
1009,2021-05-01,7053
1009,2021-06-01,7053
1009,2021-07-01,7053
1009,2021-08-01,7053
1009,2021-09-01,7053
1009,2021-10-01,7053
1009,2021-11-01,7053
1009,2021-12-01,7053
1009,2022-01-01,7053
1009,2022-02-01,7053
1009,2022-03-01,7053
1009,2022-04-01,7053
1009,2022-05-01,7053
1009,2022-06-01,7053
1009,2022-07-01,7053
1009,2022-08-01,7053
1009,2022-09-01,7053
1009,2022-10-01,7053
1009,2022-11-01,7053
1009,2022-12-01,7053
1009,2023-01-01,7053
1009,2023-02-01,7053
1009,2023-03-01,7053
1009,2023-04-01,7053
1009,2023-05-01,7053
1009,2023-06-01,7053
1009,2023-07-01,7053
1009,2023-08-01,7053
1009,2023-09-01,7053
1009,2023-10-01,7053
1009,2023-11-01,7053
1009,2023-12-01,7053
1009,2024-01-01,7053
1009,2024-02-01,7053
1009,2024-03-01,7053
1009,2024-04-01,7053
1009,2024-05-01,7053
1009,2024-06-01,7053
1009,2024-07-01,7053
1009,2024-08-01,7053
1009,2024-09-01,7053
1009,2024-10-01,7053
1009,2024-11-01,7053
1009,2024-12-01,7053
1009,2025-01-01,7053
1009,2025-02-01,7053
1009,2025-03-01,7053
1009,2025-04-01,7053
1009,2025-05-01,7053
1009,2025-06-01,7053
1009,2025-07-01,7053
1009,2025-08-01,7053
1009,2025-09-01,7053
1009,2025-10-01,7053
1010,2021-01-01,16904
1010,2021-02-01,16904
1010,2021-03-01,16904
1010,2021-04-01,16904
1010,2021-05-01,16904
1010,2021-06-01,16904
1010,2021-07-01,16904
1010,2021-08-01,16904
1010,2021-09-01,16904
1010,2021-10-01,16904
1010,2021-11-01,16904
1010,2021-12-01,16904
1010,2022-01-01,16904
1010,2022-02-01,16904
1010,2022-03-01,16904
1010,2022-04-01,16904
1010,2022-05-01,16904
1010,2022-06-01,16904
1010,2022-07-01,16904
1010,2022-08-01,16904
1010,2022-09-01,16904
1010,2022-10-01,16904
1010,2022-11-01,16904
1010,2022-12-01,16904
1010,2023-01-01,16904
1010,2023-02-01,16904
1010,2023-03-01,16904
1010,2023-04-01,16904
1010,2023-05-01,16904
1010,2023-06-01,16904
1010,2023-07-01,16904
1010,2023-08-01,16904
1010,2023-09-01,16904
1010,2023-10-01,16904
1010,2023-11-01,16904
1010,2023-12-01,16904
1010,2024-01-01,16904
1010,2024-02-01,16904
1010,2024-03-01,16904
1010,2024-04-01,16904
1010,2024-05-01,16904
1010,2024-06-01,16904
1010,2024-07-01,16904
1010,2024-08-01,16904
1010,2024-09-01,16904
1010,2024-10-01,16904
1010,2024-11-01,16904
1010,2024-12-01,16904
1010,2025-01-01,16904
1010,2025-02-01,16904
1010,2025-03-01,16904
1010,2025-04-01,16904
1010,2025-05-01,16904
1010,2025-06-01,16904
1010,2025-07-01,16904
1010,2025-08-01,16904
1010,2025-09-01,16904
1010,2025-10-01,16904
1011,2021-01-01,12021
1011,2021-02-01,12021
1011,2021-03-01,12021
1011,2021-04-01,12021
1011,2021-05-01,12021
1011,2021-06-01,12021
1011,2021-07-01,12021
1011,2021-08-01,12021
1011,2021-09-01,12021
1011,2021-10-01,12021
1011,2021-11-01,12021
1011,2021-12-01,12021
1011,2022-01-01,12021
1011,2022-02-01,12021
1011,2022-03-01,12021
1011,2022-04-01,12021
1011,2022-05-01,12021
1011,2022-06-01,12021
1011,2022-07-01,12021
1011,2022-08-01,12021
1011,2022-09-01,12021
1011,2022-10-01,12021
1011,2022-11-01,12021
1011,2022-12-01,12021
1011,2023-01-01,12021
1011,2023-02-01,12021
1011,2023-03-01,12021
1011,2023-04-01,12021
1011,2023-05-01,12021
1011,2023-06-01,12021
1011,2023-07-01,12021
1011,2023-08-01,12021
1011,2023-09-01,12021
1011,2023-10-01,12021
1011,2023-11-01,12021
1011,2023-12-01,12021
1011,2024-01-01,12021
1011,2024-02-01,12021
1011,2024-03-01,12021
1011,2024-04-01,12021
1011,2024-05-01,12021
1011,2024-06-01,12021
1011,2024-07-01,12021
1011,2024-08-01,12021
1011,2024-09-01,12021
1011,2024-10-01,12021
1011,2024-11-01,12021
1011,2024-12-01,12021
1011,2025-01-01,12021
1011,2025-02-01,12021
1011,2025-03-01,12021
1011,2025-04-01,12021
1011,2025-05-01,12021
1011,2025-06-01,12021
1011,2025-07-01,12021
1011,2025-08-01,12021
1011,2025-09-01,12021
1011,2025-10-01,12021
1012,2021-01-01,14451
1012,2021-02-01,14451
1012,2021-03-01,14451
1012,2021-04-01,14451
1012,2021-05-01,14451
1012,2021-06-01,14451
1012,2021-07-01,14451
1012,2021-08-01,14451
1012,2021-09-01,14451
1012,2021-10-01,14451
1012,2021-11-01,14451
1012,2021-12-01,14451
1012,2022-01-01,14451
1012,2022-02-01,14451
1012,2022-03-01,14451
1012,2022-04-01,14451
1012,2022-05-01,14451
1012,2022-06-01,14451
1012,2022-07-01,14451
1012,2022-08-01,14451
1012,2022-09-01,14451
1012,2022-10-01,14451
1012,2022-11-01,14451
1012,2022-12-01,14451
1012,2023-01-01,14451
1012,2023-02-01,14451
1012,2023-03-01,14451
1012,2023-04-01,14451
1012,2023-05-01,14451
1012,2023-06-01,14451
1012,2023-07-01,14451
1012,2023-08-01,14451
1012,2023-09-01,14451
1012,2023-10-01,14451
1012,2023-11-01,14451
1012,2023-12-01,14451
1012,2024-01-01,14451
1012,2024-02-01,14451
1012,2024-03-01,14451
1012,2024-04-01,14451
1012,2024-05-01,14451
1012,2024-06-01,14451
1012,2024-07-01,14451
1012,2024-08-01,14451
1012,2024-09-01,14451
1012,2024-10-01,14451
1012,2024-11-01,14451
1012,2024-12-01,14451
1012,2025-01-01,14451
1012,2025-02-01,14451
1012,2025-03-01,14451
1012,2025-04-01,14451
1012,2025-05-01,14451
1012,2025-06-01,14451
1012,2025-07-01,14451
1012,2025-08-01,14451
1012,2025-09-01,14451
1012,2025-10-01,14451
1014,2021-01-01,13373
1014,2021-02-01,13373
1014,2021-03-01,13373
1014,2021-04-01,13373
1014,2021-05-01,13373
1014,2021-06-01,13373
1014,2021-07-01,13373
1014,2021-08-01,13373
1014,2021-09-01,13373
1014,2021-10-01,13373
1014,2021-11-01,13373
1014,2021-12-01,13373
1014,2022-01-01,13373
1014,2022-02-01,13373
1014,2022-03-01,13373
1014,2022-04-01,13373
1014,2022-05-01,13373
1014,2022-06-01,13373
1014,2022-07-01,13373
1014,2022-08-01,13373
1014,2022-09-01,13373
1014,2022-10-01,13373
1014,2022-11-01,13373
1014,2022-12-01,13373
1014,2023-01-01,13373
1014,2023-02-01,13373
1014,2023-03-01,13373
1014,2023-04-01,13373
1014,2023-05-01,13373
1014,2023-06-01,13373
1014,2023-07-01,13373
1014,2023-08-01,13373
1014,2023-09-01,13373
1014,2023-10-01,13373
1014,2023-11-01,13373
1014,2023-12-01,13373
1014,2024-01-01,13373
1014,2024-02-01,13373
1014,2024-03-01,13373
1014,2024-04-01,13373
1014,2024-05-01,13373
1014,2024-06-01,13373
1014,2024-07-01,13373
1014,2024-08-01,13373
1014,2024-09-01,13373
1014,2024-10-01,13373
1014,2024-11-01,13373
1014,2024-12-01,13373
1014,2025-01-01,13373
1014,2025-02-01,13373
1014,2025-03-01,13373
1014,2025-04-01,13373
1014,2025-05-01,13373
1014,2025-06-01,13373
1014,2025-07-01,13373
1014,2025-08-01,13373
1014,2025-09-01,13373
1014,2025-10-01,13373
1015,2021-01-01,12026
1015,2021-02-01,12026
1015,2021-03-01,12026
1015,2021-04-01,12026
1015,2021-05-01,12026
1015,2021-06-01,12026
1015,2021-07-01,12026
1015,2021-08-01,12026
1015,2021-09-01,12026
1015,2021-10-01,12026
1015,2021-11-01,12026
1015,2021-12-01,12026
1015,2022-01-01,12026
1015,2022-02-01,12026
1015,2022-03-01,12026
1015,2022-04-01,12026
1015,2022-05-01,12026
1015,2022-06-01,12026
1015,2022-07-01,12026
1015,2022-08-01,12026
1015,2022-09-01,12026
1015,2022-10-01,12026
1015,2022-11-01,12026
1015,2022-12-01,12026
1015,2023-01-01,12026
1015,2023-02-01,12026
1015,2023-03-01,12026
1015,2023-04-01,12026
1015,2023-05-01,12026
1015,2023-06-01,12026
1015,2023-07-01,12026
1015,2023-08-01,12026
1015,2023-09-01,12026
1015,2023-10-01,12026
1015,2023-11-01,12026
1015,2023-12-01,12026
1015,2024-01-01,12026
1015,2024-02-01,12026
1015,2024-03-01,12026
1015,2024-04-01,12026
1015,2024-05-01,12026
1015,2024-06-01,12026
1015,2024-07-01,12026
1015,2024-08-01,12026
1015,2024-09-01,12026
1015,2024-10-01,12026
1015,2024-11-01,12026
1015,2024-12-01,12026
1015,2025-01-01,12026
1015,2025-02-01,12026
1015,2025-03-01,12026
1015,2025-04-01,12026
1015,2025-05-01,12026
1015,2025-06-01,12026
1015,2025-07-01,12026
1015,2025-08-01,12026
1015,2025-09-01,12026
1015,2025-10-01,12026
1016,2021-01-01,15980
1016,2021-02-01,15980
1016,2021-03-01,15980
1016,2021-04-01,15980
1016,2021-05-01,15980
1016,2021-06-01,15980
1016,2021-07-01,15980
1016,2021-08-01,15980
1016,2021-09-01,15980
1016,2021-10-01,15980
1016,2021-11-01,15980
1016,2021-12-01,15980
1016,2022-01-01,15980
1016,2022-02-01,15980
1016,2022-03-01,15980
1016,2022-04-01,15980
1016,2022-05-01,15980
1016,2022-06-01,15980
1016,2022-07-01,15980
1016,2022-08-01,15980
1016,2022-09-01,15980
1016,2022-10-01,15980
1016,2022-11-01,15980
1016,2022-12-01,15980
1016,2023-01-01,15980
1016,2023-02-01,15980
1016,2023-03-01,15980
1016,2023-04-01,15980
1016,2023-05-01,15980
1016,2023-06-01,15980
1016,2023-07-01,15980
1016,2023-08-01,15980
1016,2023-09-01,15980
1016,2023-10-01,15980
1016,2023-11-01,15980
1016,2023-12-01,15980
1016,2024-01-01,15980
1016,2024-02-01,15980
1016,2024-03-01,15980
1016,2024-04-01,15980
1016,2024-05-01,15980
1016,2024-06-01,15980
1016,2024-07-01,15980
1016,2024-08-01,15980
1016,2024-09-01,15980
1016,2024-10-01,15980
1016,2024-11-01,15980
1016,2024-12-01,15980
1016,2025-01-01,15980
1016,2025-02-01,15980
1016,2025-03-01,15980
1016,2025-04-01,15980
1016,2025-05-01,15980
1016,2025-06-01,15980
1016,2025-07-01,15980
1016,2025-08-01,15980
1016,2025-09-01,15980
1016,2025-10-01,15980
1017,2021-01-01,9515
1017,2021-02-01,9515
1017,2021-03-01,9515
1017,2021-04-01,9515
1017,2021-05-01,9515
1017,2021-06-01,9515
1017,2021-07-01,9515
1017,2021-08-01,9515
1017,2021-09-01,9515
1017,2021-10-01,9515
1017,2021-11-01,9515
1017,2021-12-01,9515
1017,2022-01-01,9515
1017,2022-02-01,9515
1017,2022-03-01,9515
1017,2022-04-01,9515
1017,2022-05-01,9515
1017,2022-06-01,9515
1017,2022-07-01,9515
1017,2022-08-01,9515
1017,2022-09-01,9515
1017,2022-10-01,9515
1017,2022-11-01,9515
1017,2022-12-01,9515
1017,2023-01-01,9515
1017,2023-02-01,9515
1017,2023-03-01,9515
1017,2023-04-01,9515
1017,2023-05-01,9515
1017,2023-06-01,9515
1017,2023-07-01,9515
1017,2023-08-01,9515
1017,2023-09-01,9515
1017,2023-10-01,9515
1017,2023-11-01,9515
1017,2023-12-01,9515
1017,2024-01-01,9515
1017,2024-02-01,9515
1017,2024-03-01,9515
1017,2024-04-01,9515
1017,2024-05-01,9515
1017,2024-06-01,9515
1017,2024-07-01,9515
1017,2024-08-01,9515
1017,2024-09-01,9515
1017,2024-10-01,9515
1017,2024-11-01,9515
1017,2024-12-01,9515
1017,2025-01-01,9515
1017,2025-02-01,9515
1017,2025-03-01,9515
1017,2025-04-01,9515
1017,2025-05-01,9515
1017,2025-06-01,9515
1017,2025-07-01,9515
1017,2025-08-01,9515
1017,2025-09-01,9515
1017,2025-10-01,9515
1018,2021-01-01,9486
1018,2021-02-01,9486
1018,2021-03-01,9486
1018,2021-04-01,9486
1018,2021-05-01,9486
1018,2021-06-01,9486
1018,2021-07-01,9486
1018,2021-08-01,9486
1018,2021-09-01,9486
1018,2021-10-01,9486
1018,2021-11-01,9486
1018,2021-12-01,9486
1018,2022-01-01,9486
1018,2022-02-01,9486
1018,2022-03-01,9486
1018,2022-04-01,9486
1018,2022-05-01,9486
1018,2022-06-01,9486
1018,2022-07-01,9486
1018,2022-08-01,9486
1018,2022-09-01,9486
1018,2022-10-01,9486
1018,2022-11-01,9486
1018,2022-12-01,9486
1018,2023-01-01,9486
1018,2023-02-01,9486
1018,2023-03-01,9486
1018,2023-04-01,9486
1018,2023-05-01,9486
1018,2023-06-01,9486
1018,2023-07-01,9486
1018,2023-08-01,9486
1018,2023-09-01,9486
1018,2023-10-01,9486
1018,2023-11-01,9486
1018,2023-12-01,9486
1018,2024-01-01,9486
1018,2024-02-01,9486
1018,2024-03-01,9486
1018,2024-04-01,9486
1018,2024-05-01,9486
1018,2024-06-01,9486
1018,2024-07-01,9486
1018,2024-08-01,9486
1018,2024-09-01,9486
1018,2024-10-01,9486
1018,2024-11-01,9486
1018,2024-12-01,9486
1018,2025-01-01,9486
1018,2025-02-01,9486
1018,2025-03-01,9486
1018,2025-04-01,9486
1018,2025-05-01,9486
1018,2025-06-01,9486
1018,2025-07-01,9486
1018,2025-08-01,9486
1018,2025-09-01,9486
1018,2025-10-01,9486
1021,2021-01-01,16455
1021,2021-02-01,16455
1021,2021-03-01,16455
1021,2021-04-01,16455
1021,2021-05-01,16455
1021,2021-06-01,16455
1021,2021-07-01,16455
1021,2021-08-01,16455
1021,2021-09-01,16455
1021,2021-10-01,16455
1021,2021-11-01,16455
1021,2021-12-01,16455
1021,2022-01-01,16455
1021,2022-02-01,16455
1021,2022-03-01,16455
1021,2022-04-01,16455
1021,2022-05-01,16455
1021,2022-06-01,16455
1021,2022-07-01,16455
1021,2022-08-01,16455
1021,2022-09-01,16455
1021,2022-10-01,16455
1021,2022-11-01,16455
1021,2022-12-01,16455
1021,2023-01-01,16455
1021,2023-02-01,16455
1021,2023-03-01,16455
1021,2023-04-01,16455
1021,2023-05-01,16455
1021,2023-06-01,16455
1021,2023-07-01,16455
1021,2023-08-01,16455
1021,2023-09-01,16455
1021,2023-10-01,16455
1021,2023-11-01,16455
1021,2023-12-01,16455
1021,2024-01-01,16455
1021,2024-02-01,16455
1021,2024-03-01,16455
1021,2024-04-01,16455
1021,2024-05-01,16455
1021,2024-06-01,16455
1021,2024-07-01,16455
1021,2024-08-01,16455
1021,2024-09-01,16455
1021,2024-10-01,16455
1021,2024-11-01,16455
1021,2024-12-01,16455
1021,2025-01-01,16455
1021,2025-02-01,16455
1021,2025-03-01,16455
1021,2025-04-01,16455
1021,2025-05-01,16455
1021,2025-06-01,16455
1021,2025-07-01,16455
1021,2025-08-01,16455
1021,2025-09-01,16455
1021,2025-10-01,16455
1022,2021-01-01,10940
1022,2021-02-01,10940
1022,2021-03-01,10940
1022,2021-04-01,10940
1022,2021-05-01,10940
1022,2021-06-01,10940
1022,2021-07-01,10940
1022,2021-08-01,10940
1022,2021-09-01,10940
1022,2021-10-01,10940
1022,2021-11-01,10940
1022,2021-12-01,10940
1022,2022-01-01,10940
1022,2022-02-01,10940
1022,2022-03-01,10940
1022,2022-04-01,10940
1022,2022-05-01,10940
1022,2022-06-01,10940
1022,2022-07-01,10940
1022,2022-08-01,10940
1022,2022-09-01,10940
1022,2022-10-01,10940
1022,2022-11-01,10940
1022,2022-12-01,10940
1022,2023-01-01,10940
1022,2023-02-01,10940
1022,2023-03-01,10940
1022,2023-04-01,10940
1022,2023-05-01,10940
1022,2023-06-01,10940
1022,2023-07-01,10940
1022,2023-08-01,10940
1022,2023-09-01,10940
1022,2023-10-01,10940
1022,2023-11-01,10940
1022,2023-12-01,10940
1022,2024-01-01,10940
1022,2024-02-01,10940
1022,2024-03-01,10940
1022,2024-04-01,10940
1022,2024-05-01,10940
1022,2024-06-01,10940
1022,2024-07-01,10940
1022,2024-08-01,10940
1022,2024-09-01,10940
1022,2024-10-01,10940
1022,2024-11-01,10940
1022,2024-12-01,10940
1022,2025-01-01,10940
1022,2025-02-01,10940
1022,2025-03-01,10940
1022,2025-04-01,10940
1022,2025-05-01,10940
1022,2025-06-01,10940
1022,2025-07-01,10940
1022,2025-08-01,10940
1022,2025-09-01,10940
1022,2025-10-01,10940
1024,2021-01-01,15598
1024,2021-02-01,15598
1024,2021-03-01,15598
1024,2021-04-01,15598
1024,2021-05-01,15598
1024,2021-06-01,15598
1024,2021-07-01,15598
1024,2021-08-01,15598
1024,2021-09-01,15598
1024,2021-10-01,15598
1024,2021-11-01,15598
1024,2021-12-01,15598
1024,2022-01-01,15598
1024,2022-02-01,15598
1024,2022-03-01,15598
1024,2022-04-01,15598
1024,2022-05-01,15598
1024,2022-06-01,15598
1024,2022-07-01,15598
1024,2022-08-01,15598
1024,2022-09-01,15598
1024,2022-10-01,15598
1024,2022-11-01,15598
1024,2022-12-01,15598
1024,2023-01-01,15598
1024,2023-02-01,15598
1024,2023-03-01,15598
1024,2023-04-01,15598
1024,2023-05-01,15598
1024,2023-06-01,15598
