product_id,month_start,promo_intensity,supplier_delay_flag
1010,2025-04-01,0.3,0
1010,2025-06-01,0.25,0
1010,2025-07-01,0.1,0
1010,2025-08-01,0.1,0
1011,2021-01-01,0.15,0
1011,2021-02-01,0.15,0
1011,2021-04-01,0.25,0
1011,2021-05-01,0.25,0
1011,2021-07-01,0.25,0
1011,2021-08-01,0.1,0
1011,2021-11-01,0.3,0
1011,2021-12-01,0.2,0
1011,2022-01-01,0.25,0
1011,2022-02-01,0.25,0
1011,2022-04-01,0.25,0
1011,2022-05-01,0.25,0
1011,2022-07-01,0.25,0
1011,2022-08-01,0.1,0
1011,2022-11-01,0.35,0
1011,2022-12-01,0.1,0
1011,2023-01-01,0.15,0
1011,2023-02-01,0.15,0
1011,2023-03-01,0.2,0
1011,2023-04-01,0.25,0
1011,2023-06-01,0.2,0
1011,2023-07-01,0.2,0
1011,2023-08-01,0.2,0
1011,2023-11-01,0.35,0
1011,2023-12-01,0.15,0
1011,2024-01-01,0.15,0
1011,2024-02-01,0.15,0
1011,2024-03-01,0.15,0
1011,2024-04-01,0.2,0
1011,2024-06-01,0.3,0
1011,2024-07-01,0.1,0
1011,2024-08-01,0.1,0
1011,2024-11-01,0.35,0
1011,2024-12-01,0.35,0
1011,2025-01-01,0.15,0
1011,2025-02-01,0.15,0
1011,2025-03-01,0.3,0
1011,2025-04-01,0.3,0
1011,2025-06-01,0.25,0
1011,2025-07-01,0.1,0
1011,2025-08-01,0.1,0
1012,2021-01-01,0.15,0
1012,2021-02-01,0.15,0
1012,2021-04-01,0.25,0
1012,2021-05-01,0.25,0
1012,2021-07-01,0.25,0
1012,2021-08-01,0.1,0
1012,2021-11-01,0.3,0
1012,2021-12-01,0.2,0
1012,2022-01-01,0.25,0
1012,2022-02-01,0.25,0
1012,2022-04-01,0.25,0
1012,2022-05-01,0.25,0
1012,2022-07-01,0.1,0
1012,2022-08-01,0.1,0
1012,2022-11-01,0.35,0
1012,2022-12-01,0.1,0
1012,2023-01-01,0.15,0
1012,2023-02-01,0.15,0
1012,2023-03-01,0.2,0
1012,2023-04-01,0.25,0
1012,2023-06-01,0.2,0
1012,2023-07-01,0.2,0
1012,2023-08-01,0.2,0
1012,2023-11-01,0.35,0
1012,2023-12-01,0.15,0
1012,2024-01-01,0.15,0
1012,2024-02-01,0.15,0
1012,2024-03-01,0.15,0
1012,2024-04-01,0.2,0
1012,2024-06-01,0.3,0
1012,2024-07-01,0.1,0
1012,2024-08-01,0.1,0
1012,2024-11-01,0.35,0
1012,2024-12-01,0.35,0
1012,2025-01-01,0.15,0
1012,2025-02-01,0.15,0
1012,2025-03-01,0.3,0
1012,2025-04-01,0.3,0
1012,2025-06-01,0.25,0
1012,2025-07-01,0.1,0
1012,2025-08-01,0.1,0
1014,2021-01-01,0.15,0
1014,2021-02-01,0.15,0
1014,2021-04-01,0.25,0
1014,2021-05-01,0.25,0
1014,2021-07-01,0.25,0
1014,2021-08-01,0.1,0
1014,2021-11-01,0.3,0
1014,2021-12-01,0.2,0
1014,2022-01-01,0.25,0
1014,2022-02-01,0.25,0
1014,2022-04-01,0.25,0
1014,2022-05-01,0.25,0
1014,2022-07-01,0.25,0
1014,2022-08-01,0.1,0
1014,2022-11-01,0.35,0
1014,2022-12-01,0.1,0
1014,2023-01-01,0.15,0
1014,2023-02-01,0.15,0
1014,2023-03-01,0.2,0
1014,2023-04-01,0.25,0
1014,2023-06-01,0.2,0
1014,2023-07-01,0.2,0
1014,2023-08-01,0.2,0
1014,2023-11-01,0.35,0
1014,2023-12-01,0.15,0
1014,2024-01-01,0.15,0
1014,2024-02-01,0.15,0
1014,2024-03-01,0.15,0
1014,2024-04-01,0.2,0
1014,2024-06-01,0.3,0
1014,2024-07-01,0.1,0
1014,2024-08-01,0.1,0
1014,2024-12-01,0.35,0
1014,2025-01-01,0.15,0
1014,2025-02-01,0.15,0
1014,2025-03-01,0.3,0
1014,2025-06-01,0.25,0
1014,2025-07-01,0.1,0
1014,2025-08-01,0.1,0
1015,2021-01-01,0.15,0
1015,2021-02-01,0.15,0
1015,2021-04-01,0.25,0
1015,2021-05-01,0.25,0
1015,2021-07-01,0.25,0
1015,2021-08-01,0.1,0
1015,2021-11-01,0.3,0
1015,2021-12-01,0.2,0
1015,2022-01-01,0.25,0
1015,2022-02-01,0.25,0
1015,2022-04-01,0.25,0
1015,2022-05-01,0.25,0
1015,2022-07-01,0.25,0
1015,2022-08-01,0.1,0
1015,2022-11-01,0.35,0
1015,2022-12-01,0.1,0
1015,2023-01-01,0.15,0
1015,2023-02-01,0.15,0
1015,2023-03-01,0.2,0
1015,2023-04-01,0.25,0
1015,2023-06-01,0.2,0
1015,2023-07-01,0.2,0
1015,2023-08-01,0.2,0
1015,2023-11-01,0.35,0
1015,2023-12-01,0.15,0
1015,2024-01-01,0.15,0
1015,2024-02-01,0.15,0
1015,2024-03-01,0.15,0
1015,2024-04-01,0.2,0
1015,2024-06-01,0.3,0
1015,2024-07-01,0.1,0
1015,2024-08-01,0.1,0
1015,2024-11-01,0.35,0
1015,2024-12-01,0.15,0
1015,2025-01-01,0.15,0
1015,2025-02-01,0.15,0
1015,2025-03-01,0.3,0
1015,2025-04-01,0.3,0
1015,2025-06-01,0.25,0
1015,2025-07-01,0.1,0
1015,2025-08-01,0.1,0
1016,2021-01-01,0.15,0
1016,2021-02-01,0.15,0
1016,2021-04-01,0.25,0
1016,2021-05-01,0.25,0
1016,2021-07-01,0.25,0
1016,2021-08-01,0.1,0
1016,2021-11-01,0.3,0
1016,2021-12-01,0.2,0
1016,2022-01-01,0.25,0
1016,2022-02-01,0.25,0
1016,2022-04-01,0.25,0
1016,2022-05-01,0.25,0
1016,2022-07-01,0.25,0
1016,2022-08-01,0.1,0
1016,2022-11-01,0.35,0
1016,2022-12-01,0.1,0
1016,2023-01-01,0.15,0
1016,2023-02-01,0.15,0
1016,2023-03-01,0.2,0
1016,2023-04-01,0.25,0
1016,2023-06-01,0.2,0
1016,2023-07-01,0.2,0
1016,2023-08-01,0.2,0
1016,2023-11-01,0.35,0
1016,2023-12-01,0.15,0
1016,2024-01-01,0.15,0
1016,2024-02-01,0.15,0
1016,2024-03-01,0.15,0
1016,2024-04-01,0.2,0
1016,2024-07-01,0.1,0
1016,2024-08-01,0.1,0
1016,2024-11-01,0.35,0
1016,2024-12-01,0.35,0
1016,2025-01-01,0.15,0
1016,2025-02-01,0.15,0
1016,2025-03-01,0.3,0
1016,2025-04-01,0.3,0
1016,2025-06-01,0.25,0
1016,2025-07-01,0.1,0
1016,2025-08-01,0.1,0
1017,2021-01-01,0.15,0
1017,2021-02-01,0.15,0
1017,2021-04-01,0.25,0
1017,2021-05-01,0.25,0
1017,2021-07-01,0.1,0
1017,2021-08-01,0.1,0
1017,2021-11-01,0.3,0
1017,2021-12-01,0.2,0
1017,2022-01-01,0.25,0
1017,2022-02-01,0.25,0
1017,2022-04-01,0.25,0
1017,2022-05-01,0.25,0
1017,2022-07-01,0.25,0
1017,2022-08-01,0.1,0
1017,2022-11-01,0.35,0
1017,2022-12-01,0.1,0
1017,2023-01-01,0.15,0
1017,2023-02-01,0.15,0
1017,2023-03-01,0.2,0
1017,2023-04-01,0.25,0
1017,2023-06-01,0.2,0
1017,2023-07-01,0.2,0
1017,2023-08-01,0.2,0
1017,2023-11-01,0.35,0
1017,2023-12-01,0.15,0
1017,2024-01-01,0.15,0
1017,2024-02-01,0.15,0
1017,2024-03-01,0.15,0
1017,2024-04-01,0.2,0
1017,2024-06-01,0.3,0
1017,2024-07-01,0.1,0
1017,2024-08-01,0.1,0
1017,2024-11-01,0.35,0
1017,2024-12-01,0.35,0
1017,2025-01-01,0.15,0
1017,2025-02-01,0.15,0
1017,2025-03-01,0.3,0
1017,2025-06-01,0.25,0
1017,2025-07-01,0.1,0
1017,2025-08-01,0.1,0
1018,2021-01-01,0.15,0
1018,2021-02-01,0.15,0
1018,2021-04-01,0.25,0
1018,2021-05-01,0.25,0
1018,2021-07-01,0.1,0
1018,2021-08-01,0.1,0
1018,2021-11-01,0.3,0
1018,2021-12-01,0.2,0
1018,2022-01-01,0.25,0
1018,2022-02-01,0.25,0
1018,2022-04-01,0.25,0
1018,2022-05-01,0.25,0
1018,2022-07-01,0.1,0
1018,2022-08-01,0.1,0
1018,2022-11-01,0.35,0
1018,2022-12-01,0.1,0
1018,2023-01-01,0.15,0
1018,2023-02-01,0.15,0
1018,2023-03-01,0.2,0
1018,2023-04-01,0.25,0
1018,2023-06-01,0.2,0
1018,2023-07-01,0.2,0
1018,2023-08-01,0.2,0
1018,2023-11-01,0.35,0
1018,2023-12-01,0.15,0
1018,2024-01-01,0.15,0
1018,2024-02-01,0.15,0
1018,2024-03-01,0.15,0
1018,2024-04-01,0.2,0
1018,2024-06-01,0.3,0
1018,2024-07-01,0.1,0
1018,2024-08-01,0.1,0
1018,2024-11-01,0.35,0
1018,2024-12-01,0.35,0
1018,2025-01-01,0.15,0
1018,2025-02-01,0.15,0
1018,2025-03-01,0.3,0
1018,2025-04-01,0.3,0
1018,2025-06-01,0.25,0
1018,2025-07-01,0.1,0
1018,2025-08-01,0.1,0
1021,2021-01-01,0.15,0
1021,2021-02-01,0.15,0
1021,2021-04-01,0.25,0
1021,2021-05-01,0.25,0
1021,2021-07-01,0.25,0
1021,2021-08-01,0.1,0
1021,2021-11-01,0.3,0
1021,2021-12-01,0.2,0
1021,2022-01-01,0.25,0
1021,2022-02-01,0.25,0
1021,2022-04-01,0.25,0
1021,2022-05-01,0.25,0
1021,2022-07-01,0.25,0
1021,2022-08-01,0.1,0
1021,2022-11-01,0.35,0
1021,2022-12-01,0.1,0
1021,2023-01-01,0.15,0
1021,2023-02-01,0.15,0
1021,2023-03-01,0.2,0
1021,2023-04-01,0.25,0
1021,2023-06-01,0.2,0
1021,2023-07-01,0.2,0
1021,2023-08-01,0.2,0
1021,2023-11-01,0.35,0
1021,2023-12-01,0.15,0
1021,2024-01-01,0.15,0
1021,2024-02-01,0.15,0
1021,2024-03-01,0.15,0
1021,2024-04-01,0.2,0
1021,2024-06-01,0.3,0
1021,2024-07-01,0.1,0
1021,2024-08-01,0.1,0
1021,2024-12-01,0.15,0
1021,2025-01-01,0.15,0
1021,2025-02-01,0.15,0
1021,2025-03-01,0.3,0
1021,2025-04-01,0.3,0
1021,2025-06-01,0.25,0
1021,2025-07-01,0.1,0
1021,2025-08-01,0.1,0
1022,2021-01-01,0.15,0
1022,2021-02-01,0.15,0
1022,2021-04-01,0.25,0
1022,2021-05-01,0.25,0
1022,2021-07-01,0.25,0
1022,2021-08-01,0.1,0
1022,2021-11-01,0.3,0
1022,2021-12-01,0.2,0
1022,2022-01-01,0.25,0
1022,2022-02-01,0.25,0
1022,2022-04-01,0.25,0
1022,2022-05-01,0.25,0
1022,2022-07-01,0.25,0
1022,2022-08-01,0.1,0
1022,2022-11-01,0.35,0
1022,2022-12-01,0.1,0
1022,2023-01-01,0.15,0
1022,2023-02-01,0.15,0
1022,2023-03-01,0.2,0
1022,2023-04-01,0.25,0
1022,2023-06-01,0.2,0
1022,2023-07-01,0.2,0
1022,2023-08-01,0.2,0
1022,2023-11-01,0.35,0
1022,2023-12-01,0.15,0
1022,2024-01-01,0.15,0
1022,2024-02-01,0.15,0
1022,2024-03-01,0.15,0
1022,2024-04-01,0.2,0
1022,2024-06-01,0.3,0
1022,2024-07-01,0.1,0
1022,2024-08-01,0.1,0
1022,2024-11-01,0.35,0
1022,2024-12-01,0.15,0
1022,2025-01-01,0.15,0
1022,2025-02-01,0.15,0
1022,2025-03-01,0.3,0
1022,2025-04-01,0.3,0
1022,2025-06-01,0.25,0
1022,2025-07-01,0.1,0
1022,2025-08-01,0.1,0
1024,2021-01-01,0.15,0
1024,2021-02-01,0.15,0
1024,2021-04-01,0.25,0
1024,2021-05-01,0.25,0
1024,2021-07-01,0.25,0
1024,2021-08-01,0.1,0
1024,2021-11-01,0.3,0
1024,2021-12-01,0.2,0
1024,2022-01-01,0.25,0
1024,2022-02-01,0.25,0
1024,2022-04-01,0.25,0
1024,2022-05-01,0.25,0
1024,2022-07-01,0.25,0
1024,2022-08-01,0.1,0
1024,2022-11-01,0.35,0
1024,2022-12-01,0.1,0
1024,2023-01-01,0.15,0
1024,2023-02-01,0.15,0
1024,2023-03-01,0.2,0
1024,2023-04-01,0.25,0
1024,2023-06-01,0.2,0
1024,2023-07-01,0.2,0
1024,2023-08-01,0.2,0
1024,2023-11-01,0.35,0
1024,2023-12-01,0.15,0
1024,2024-01-01,0.15,0
1024,2024-02-01,0.15,0
1024,2024-03-01,0.15,0
1024,2024-04-01,0.2,0
1024,2024-06-01,0.3,0
1024,2024-07-01,0.1,0
1024,2024-08-01,0.1,0
1024,2024-11-01,0.35,0
1024,2024-12-01,0.15,0
1024,2025-01-01,0.15,0
1024,2025-02-01,0.15,0
1024,2025-03-01,0.3,0
1024,2025-04-01,0.3,0
1024,2025-06-01,0.25,0
1024,2025-07-01,0.1,0
1024,2025-08-01,0.1,0
1025,2021-01-01,0.15,0
1025,2021-02-01,0.15,0
1025,2021-04-01,0.25,0
1025,2021-05-01,0.25,0
1025,2021-07-01,0.25,0
1025,2021-08-01,0.1,0
1025,2021-12-01,0.2,0
1025,2022-01-01,0.25,0
1025,2022-02-01,0.25,0
1025,2022-04-01,0.25,0
1025,2022-05-01,0.25,0
1025,2022-07-01,0.25,0
1025,2022-08-01,0.1,0
1025,2022-11-01,0.35,0
1025,2022-12-01,0.1,0
1025,2023-01-01,0.15,0
1025,2023-02-01,0.15,0
1025,2023-03-01,0.2,0
1025,2023-04-01,0.25,0
1025,2023-06-01,0.2,0
1025,2023-07-01,0.2,0
1025,2023-08-01,0.2,0
1025,2023-11-01,0.35,0
1025,2023-12-01,0.15,0
1025,2024-01-01,0.15,0
1025,2024-02-01,0.15,0
1025,2024-03-01,0.15,0
1025,2024-04-01,0.2,0
1025,2024-06-01,0.3,0
1025,2024-07-01,0.1,0
1025,2024-08-01,0.1,0
1025,2024-11-01,0.35,0
1025,2024-12-01,0.35,0
1025,2025-01-01,0.15,0
1025,2025-02-01,0.15,0
1025,2025-03-01,0.3,0
1025,2025-04-01,0.3,0
1025,2025-06-01,0.25,0
1025,2025-07-01,0.1,0
1025,2025-08-01,0.1,0
1028,2021-01-01,0.15,0
1028,2021-02-01,0.15,0
1028,2021-04-01,0.25,0
1028,2021-05-01,0.25,0
1028,2021-07-01,0.25,0
1028,2021-08-01,0.1,0
1028,2021-11-01,0.3,0
1028,2021-12-01,0.2,0
1028,2022-01-01,0.25,0
1028,2022-02-01,0.25,0
1028,2022-04-01,0.25,0
1028,2022-05-01,0.25,0
1028,2022-07-01,0.1,0
1028,2022-08-01,0.1,0
1028,2022-11-01,0.35,0
1028,2022-12-01,0.1,0
1028,2023-01-01,0.15,0
1028,2023-02-01,0.15,0
1028,2023-03-01,0.2,0
1028,2023-04-01,0.25,0
1028,2023-06-01,0.2,0
1028,2023-07-01,0.2,0
1028,2023-08-01,0.2,0
1028,2023-11-01,0.35,0
1028,2023-12-01,0.15,0
1028,2024-01-01,0.15,0
1028,2024-02-01,0.15,0
1028,2024-03-01,0.15,0
1028,2024-04-01,0.2,0
1028,2024-06-01,0.3,0
1028,2024-07-01,0.1,0
1028,2024-08-01,0.1,0
1028,2024-11-01,0.35,0
1028,2024-12-01,0.15,0
1028,2025-01-01,0.15,0
1028,2025-02-01,0.15,0
1028,2025-03-01,0.3,0
1028,2025-04-01,0.3,0
1028,2025-06-01,0.25,0
1028,2025-07-01,0.1,0
1028,2025-08-01,0.1,0
1029,2021-01-01,0.15,0
1029,2021-02-01,0.15,0
1029,2021-04-01,0.25,0
1029,2021-05-01,0.25,0
1029,2021-07-01,0.25,0
1029,2021-08-01,0.1,0
1029,2021-11-01,0.3,0
1029,2021-12-01,0.2,0
1029,2022-01-01,0.25,0
1029,2022-02-01,0.25,0
1029,2022-04-01,0.25,0
1029,2022-05-01,0.25,0
1029,2022-07-01,0.25,0
1029,2022-08-01,0.1,0
1029,2022-11-01,0.35,0
1029,2022-12-01,0.1,0
1029,2023-01-01,0.15,0
1029,2023-02-01,0.15,0
1029,2023-03-01,0.2,0
1029,2023-04-01,0.25,0
